block_id,leaf_clusters,entities,border_edge_count,border_weight_sum
140,1,547,1534,1534.0
141,1,199,1479,1479.0
142,1,69,79,79.0
143,1,122,1291,1291.0
144,1,239,1149,1149.0
145,1,849,1354,1354.0
146,1,20,49,49.0
147,1,425,906,906.0
148,1,111,144,144.0
149,1,230,347,347.0
150,1,11,12,12.0
151,1,75,411,411.0
152,1,51,197,197.0
153,1,94,151,151.0
154,1,77,139,139.0
155,1,149,232,232.0
156,1,29,35,35.0
157,1,48,182,182.0
158,1,93,168,168.0
159,1,65,120,120.0
160,1,321,748,748.0
161,1,13,28,28.0
162,1,8,18,18.0
163,1,160,276,276.0
164,1,40,113,113.0
165,1,847,2522,2522.0
166,1,82,148,148.0
167,1,73,231,231.0
168,1,72,148,148.0
169,1,100,187,187.0
170,1,6,25,25.0
171,1,64,107,107.0
172,1,108,229,229.0
173,1,4,2,2.0
174,1,4,4,4.0
175,1,69,112,112.0
176,1,114,344,344.0
177,1,50,139,139.0
178,1,102,153,153.0
179,1,64,111,111.0
180,1,60,190,190.0
181,1,324,2505,2505.0
182,1,515,2851,2851.0
183,1,351,2047,2047.0
184,1,123,554,554.0
185,1,77,365,365.0
186,1,148,786,786.0
187,1,265,2301,2301.0
188,1,48,228,228.0
189,1,173,750,750.0
190,1,171,1080,1080.0
191,1,39,196,196.0
192,1,491,2462,2462.0
193,1,581,2922,2922.0
194,1,656,2746,2746.0
195,1,50,234,234.0
196,1,248,1420,1420.0
197,1,580,3415,3415.0
198,1,57,389,389.0
199,1,667,4108,4108.0
200,1,215,1323,1323.0
201,1,215,1348,1348.0
202,1,212,1303,1303.0
203,1,90,664,664.0
204,1,146,983,983.0
205,1,312,1715,1715.0
206,1,522,3358,3358.0
207,1,1010,6188,6188.0
208,1,145,877,877.0
209,1,124,668,668.0
210,1,203,1310,1310.0
211,1,63,393,393.0
212,1,275,1712,1712.0
213,1,78,483,483.0
214,1,4,0,0.0
215,1,7,0,0.0
216,1,3,0,0.0
217,1,3,0,0.0
218,1,3,0,0.0
