u,v,weight_sum,edge_count,multi_sum
0_14,0_75,6.0,6,6
0_14,0_186,8.0,8,8
0_14,0_216,3.0,3,3
0_14,0_130,37.0,37,37
0_14,0_39,1.0,1,1
0_14,0_173,7.0,7,7
0_14,0_165,6.0,6,6
0_14,0_17,15.0,15,15
0_14,0_177,1.0,1,1
0_14,0_98,1.0,1,1
0_14,0_72,23.0,23,23
0_14,0_207,1.0,1,1
0_14,0_220,5.0,5,5
0_14,0_117,4.0,4,4
0_14,0_154,4.0,4,4
0_14,0_29,7.0,7,7
0_14,0_63,7.0,7,7
0_14,0_178,12.0,12,13
0_14,0_166,4.0,4,4
0_14,0_161,7.0,7,7
0_14,0_190,3.0,3,3
0_14,0_163,9.0,9,9
0_14,0_61,10.0,10,10
0_14,0_145,6.0,6,6
0_14,0_74,1.0,1,1
0_14,0_191,4.0,4,4
0_14,0_132,3.0,3,3
0_14,0_176,20.0,20,21
0_14,0_206,3.0,3,3
0_14,0_81,2.0,2,3
0_14,0_33,4.0,4,4
0_14,0_110,3.0,3,3
0_14,0_49,5.0,5,5
0_14,0_226,2.0,2,2
0_14,0_131,1.0,1,1
0_14,0_236,2.0,2,2
0_14,0_232,1.0,1,1
0_14,0_120,2.0,2,2
0_14,0_76,1.0,1,1
0_14,0_77,1.0,1,1
0_14,0_36,1.0,1,1
0_14,0_94,5.0,5,6
0_14,0_69,20.0,20,20
0_14,0_205,4.0,4,4
0_14,0_230,4.0,4,4
0_14,0_221,3.0,3,3
0_14,0_124,5.0,5,5
0_14,0_89,6.0,6,6
0_14,0_162,1.0,1,1
0_14,0_142,3.0,3,3
0_14,0_208,1.0,1,1
0_14,0_47,1.0,1,1
0_14,0_18,4.0,4,4
0_14,0_170,3.0,3,3
0_14,0_34,1.0,1,1
0_14,0_133,1.0,1,1
0_14,0_180,1.0,1,1
0_14,0_52,3.0,3,3
0_14,0_82,1.0,1,1
0_14,0_214,1.0,1,1
0_14,0_212,3.0,3,3
0_14,0_149,4.0,4,4
0_14,0_201,2.0,2,2
0_14,0_200,2.0,2,3
0_14,0_174,1.0,1,1
0_14,0_215,1.0,1,1
0_14,0_123,4.0,4,4
0_14,0_213,1.0,1,1
0_14,0_233,1.0,1,1
0_14,0_193,1.0,1,1
0_14,0_141,1.0,1,1
0_14,0_225,1.0,1,1
0_14,0_195,2.0,2,2
0_14,0_182,2.0,2,2
0_14,0_198,2.0,2,2
0_14,0_224,1.0,1,1
0_14,0_147,1.0,1,1
0_14,0_167,1.0,1,1
0_15,0_57,83.0,83,84
0_15,0_137,584.0,584,1065
0_15,0_42,122.0,122,214
0_15,0_133,65.0,65,115
0_15,0_33,123.0,123,229
0_15,0_16,144.0,144,253
0_15,0_135,79.0,79,121
0_15,0_132,238.0,238,444
0_15,0_90,85.0,85,142
0_15,0_34,23.0,23,42
0_15,0_140,2000.0,2000,2018
0_15,0_32,107.0,107,167
0_15,0_30,13.0,13,24
0_15,0_78,204.0,204,326
0_15,0_62,198.0,198,213
0_15,0_31,115.0,115,197
0_15,0_28,333.0,333,554
0_15,0_162,76.0,76,133
0_15,0_136,157.0,157,286
0_15,0_149,27.0,27,43
0_15,0_157,29.0,29,50
0_15,0_158,46.0,46,72
0_15,0_139,16.0,16,31
0_15,0_60,145.0,145,145
0_15,0_134,172.0,172,310
0_15,0_151,122.0,122,199
0_15,0_43,37.0,37,59
0_15,0_19,96.0,96,179
0_15,0_210,4.0,4,4
0_15,0_225,4.0,4,4
0_15,0_123,180.0,180,199
0_15,0_175,19.0,19,19
0_15,0_49,15.0,15,25
0_15,0_145,66.0,66,125
0_15,0_29,319.0,319,564
0_15,0_27,62.0,62,110
0_15,0_20,66.0,66,117
0_15,0_80,40.0,40,73
0_15,0_146,93.0,93,156
0_15,0_156,176.0,176,312
0_15,0_50,22.0,22,43
0_15,0_91,21.0,21,25
0_15,0_114,40.0,40,44
0_15,0_115,27.0,27,37
0_15,0_144,60.0,60,111
0_15,0_165,15.0,15,27
0_15,0_35,89.0,89,157
0_15,0_37,41.0,41,72
0_15,0_22,14.0,14,14
0_15,0_81,17.0,17,30
0_15,0_236,6.0,6,6
0_15,0_154,45.0,45,87
0_15,0_40,55.0,55,99
0_15,0_150,44.0,44,77
0_15,0_75,7.0,7,10
0_15,0_138,33.0,33,63
0_15,0_73,20.0,20,35
0_15,0_163,34.0,34,63
0_15,0_38,25.0,25,41
0_15,0_108,4.0,4,5
0_15,0_153,38.0,38,40
0_15,0_55,7.0,7,7
0_15,0_231,31.0,31,31
0_15,0_220,5.0,5,6
0_15,0_112,34.0,34,50
0_15,0_131,4.0,4,4
0_15,0_221,3.0,3,3
0_15,0_24,163.0,163,171
0_15,0_230,13.0,13,14
0_15,0_125,6.0,6,6
0_15,0_41,16.0,16,20
0_15,0_44,22.0,22,35
0_15,0_129,5.0,5,5
0_15,0_46,5.0,5,10
0_15,0_166,6.0,6,10
0_15,0_39,62.0,62,114
0_15,0_159,29.0,29,48
0_15,0_45,13.0,13,24
0_15,0_61,6.0,6,7
0_15,0_68,2.0,2,2
0_15,0_216,4.0,4,4
0_15,0_229,1.0,1,1
0_15,0_86,5.0,5,10
0_15,0_36,5.0,5,9
0_15,0_124,17.0,17,17
0_15,0_120,28.0,28,31
0_15,0_51,35.0,35,65
0_15,0_47,17.0,17,29
0_15,0_84,1.0,1,2
0_15,0_169,2.0,2,2
0_15,0_64,2.0,2,2
0_15,0_194,3.0,3,3
0_15,0_65,3.0,3,3
0_15,0_21,18.0,18,25
0_15,0_25,1.0,1,1
0_15,0_77,4.0,4,8
0_15,0_155,7.0,7,12
0_15,0_76,1.0,1,2
0_15,0_161,12.0,12,24
0_15,0_204,2.0,2,2
0_15,0_59,5.0,5,7
0_15,0_117,11.0,11,15
0_15,0_116,1.0,1,1
0_15,0_82,5.0,5,9
0_15,0_219,2.0,2,2
0_15,0_188,3.0,3,3
0_15,0_167,4.0,4,4
0_15,0_217,5.0,5,5
0_15,0_74,4.0,4,8
0_15,0_215,4.0,4,4
0_15,0_213,2.0,2,2
0_15,0_237,2.0,2,2
0_15,0_235,2.0,2,2
0_15,0_205,1.0,1,2
0_15,0_96,3.0,3,3
0_15,0_126,3.0,3,4
0_15,0_127,1.0,1,1
0_15,0_141,3.0,3,4
0_15,0_222,1.0,1,1
0_15,0_173,1.0,1,1
0_15,0_26,2.0,2,2
0_15,0_147,4.0,4,4
0_15,0_72,1.0,1,1
0_15,0_142,7.0,7,7
0_15,0_94,1.0,1,1
0_15,0_200,1.0,1,1
0_15,0_206,2.0,2,2
0_15,0_209,1.0,1,1
0_15,0_71,1.0,1,1
0_15,0_69,1.0,1,1
0_15,0_66,1.0,1,1
0_15,0_160,3.0,3,6
0_15,0_93,1.0,1,1
0_15,0_121,1.0,1,1
0_15,0_18,1.0,1,1
0_15,0_119,1.0,1,1
0_15,0_186,1.0,1,1
0_15,0_105,1.0,1,1
0_16,0_57,25.0,25,27
0_16,0_133,28.0,28,49
0_16,0_140,1479.0,1479,1479
0_16,0_156,77.0,77,130
0_16,0_145,22.0,22,40
0_16,0_31,507.0,507,901
0_16,0_73,183.0,183,331
0_16,0_136,53.0,53,88
0_16,0_137,209.0,209,368
0_16,0_28,475.0,475,828
0_16,0_162,569.0,569,1019
0_16,0_149,21.0,21,36
0_16,0_134,67.0,67,119
0_16,0_44,26.0,26,46
0_16,0_43,70.0,70,121
0_16,0_29,148.0,148,261
0_16,0_84,3.0,3,6
0_16,0_78,667.0,667,1063
0_16,0_36,25.0,25,46
0_16,0_21,48.0,48,80
0_16,0_158,385.0,385,688
0_16,0_157,216.0,216,386
0_16,0_39,38.0,38,70
0_16,0_20,63.0,63,114
0_16,0_166,48.0,48,78
0_16,0_35,66.0,66,108
0_16,0_82,18.0,18,36
0_16,0_32,382.0,382,672
0_16,0_34,40.0,40,69
0_16,0_151,41.0,41,78
0_16,0_138,15.0,15,28
0_16,0_163,71.0,71,129
0_16,0_81,42.0,42,76
0_16,0_33,111.0,111,196
0_16,0_77,30.0,30,56
0_16,0_37,52.0,52,90
0_16,0_86,60.0,60,112
0_16,0_40,14.0,14,25
0_16,0_135,42.0,42,68
0_16,0_30,17.0,17,31
0_16,0_90,133.0,133,232
0_16,0_161,22.0,22,43
0_16,0_27,139.0,139,233
0_16,0_19,152.0,152,275
0_16,0_75,16.0,16,29
0_16,0_62,31.0,31,33
0_16,0_42,127.0,127,217
0_16,0_132,78.0,78,140
0_16,0_146,29.0,29,49
0_16,0_175,1.0,1,1
0_16,0_50,31.0,31,58
0_16,0_150,14.0,14,23
0_16,0_38,83.0,83,143
0_16,0_144,24.0,24,43
0_16,0_99,1.0,1,1
0_16,0_22,10.0,10,10
0_16,0_51,42.0,42,78
0_16,0_60,39.0,39,39
0_16,0_165,44.0,44,68
0_16,0_49,46.0,46,81
0_16,0_154,24.0,24,40
0_16,0_46,19.0,19,38
0_16,0_74,28.0,28,49
0_16,0_88,5.0,5,9
0_16,0_153,9.0,9,9
0_16,0_108,4.0,4,6
0_16,0_123,56.0,56,63
0_16,0_129,8.0,8,10
0_16,0_112,12.0,12,12
0_16,0_24,56.0,56,58
0_16,0_120,47.0,47,49
0_16,0_114,9.0,9,10
0_16,0_127,5.0,5,6
0_16,0_115,15.0,15,17
0_16,0_131,1.0,1,1
0_16,0_124,9.0,9,10
0_16,0_117,14.0,14,19
0_16,0_87,1.0,1,1
0_16,0_220,1.0,1,1
0_16,0_125,2.0,2,2
0_16,0_159,25.0,25,42
0_16,0_80,15.0,15,27
0_16,0_26,8.0,8,9
0_16,0_25,8.0,8,12
0_16,0_94,4.0,4,6
0_16,0_76,11.0,11,21
0_16,0_226,1.0,1,1
0_16,0_47,11.0,11,22
0_16,0_237,3.0,3,3
0_16,0_67,1.0,1,1
0_16,0_41,2.0,2,2
0_16,0_45,20.0,20,33
0_16,0_130,1.0,1,2
0_16,0_17,1.0,1,1
0_16,0_160,4.0,4,7
0_16,0_204,2.0,2,2
0_16,0_139,2.0,2,2
0_16,0_206,1.0,1,1
0_16,0_221,1.0,1,1
0_16,0_223,2.0,2,2
0_16,0_61,6.0,6,6
0_16,0_216,1.0,1,1
0_16,0_89,1.0,1,1
0_16,0_122,1.0,1,1
0_16,0_58,1.0,1,1
0_16,0_64,2.0,2,2
0_16,0_191,1.0,1,1
0_16,0_188,6.0,6,6
0_16,0_201,1.0,1,1
0_16,0_59,1.0,1,1
0_16,0_236,1.0,1,1
0_16,0_71,1.0,1,1
0_16,0_69,1.0,1,1
0_16,0_141,2.0,2,2
0_16,0_155,1.0,1,1
0_16,0_85,1.0,1,1
0_16,0_222,1.0,1,1
0_16,0_169,1.0,1,1
0_16,0_217,1.0,1,1
0_16,0_143,1.0,1,1
0_16,0_195,1.0,1,1
0_16,0_233,1.0,1,1
0_16,0_212,1.0,1,1
0_16,0_183,1.0,1,1
0_16,0_152,1.0,1,1
0_16,0_147,1.0,1,1
0_17,0_140,20.0,20,20
0_17,0_32,82.0,82,93
0_17,0_57,5.0,5,5
0_17,0_153,2.0,2,2
0_17,0_62,5.0,5,5
0_17,0_114,1.0,1,1
0_17,0_112,5.0,5,5
0_17,0_129,5.0,5,6
0_17,0_19,2.0,2,2
0_17,0_228,1.0,1,1
0_17,0_38,3.0,3,3
0_17,0_123,21.0,21,23
0_17,0_24,3.0,3,3
0_17,0_120,1.0,1,1
0_17,0_33,1.0,1,1
0_17,0_154,2.0,2,2
0_17,0_117,1.0,1,2
0_17,0_157,1.0,1,1
0_18,0_57,4.0,4,4
0_18,0_140,168.0,168,168
0_18,0_207,39.0,39,39
0_18,0_60,29.0,29,29
0_18,0_174,3.0,3,3
0_18,0_59,8.0,8,8
0_18,0_175,311.0,311,311
0_18,0_210,33.0,33,33
0_18,0_234,2.0,2,2
0_18,0_134,3.0,3,3
0_18,0_24,3.0,3,3
0_18,0_204,78.0,78,80
0_18,0_188,30.0,30,30
0_18,0_216,43.0,43,43
0_18,0_209,27.0,27,27
0_18,0_62,27.0,27,27
0_18,0_41,1.0,1,1
0_18,0_144,1.0,1,1
0_18,0_220,3.0,3,3
0_18,0_169,9.0,9,9
0_18,0_138,1.0,1,1
0_18,0_55,2.0,2,2
0_18,0_206,26.0,26,26
0_18,0_201,2.0,2,2
0_18,0_218,21.0,21,21
0_18,0_215,43.0,43,44
0_18,0_69,5.0,5,5
0_18,0_71,5.0,5,5
0_18,0_173,4.0,4,4
0_18,0_156,1.0,1,1
0_18,0_136,1.0,1,1
0_18,0_145,2.0,2,2
0_18,0_205,31.0,31,31
0_18,0_70,7.0,7,7
0_18,0_171,2.0,2,2
0_18,0_56,7.0,7,7
0_18,0_177,1.0,1,1
0_18,0_211,7.0,7,7
0_18,0_233,2.0,2,2
0_18,0_217,6.0,6,6
0_18,0_154,1.0,1,1
0_18,0_186,9.0,9,9
0_18,0_178,1.0,1,1
0_18,0_213,3.0,3,3
0_18,0_67,5.0,5,5
0_18,0_212,8.0,8,8
0_18,0_232,2.0,2,2
0_18,0_132,2.0,2,2
0_18,0_61,5.0,5,5
0_18,0_194,1.0,1,1
0_18,0_182,2.0,2,2
0_18,0_214,2.0,2,2
0_18,0_72,4.0,4,4
0_18,0_65,3.0,3,3
0_18,0_199,1.0,1,1
0_18,0_183,1.0,1,1
0_18,0_68,2.0,2,2
0_18,0_146,1.0,1,1
0_18,0_66,1.0,1,1
0_18,0_192,1.0,1,1
0_19,0_57,16.0,16,18
0_19,0_73,46.0,46,85
0_19,0_140,603.0,603,606
0_19,0_137,52.0,52,89
0_19,0_136,10.0,10,15
0_19,0_62,37.0,37,46
0_19,0_138,2.0,2,4
0_19,0_31,47.0,47,82
0_19,0_162,77.0,77,139
0_19,0_156,159.0,159,249
0_19,0_149,20.0,20,28
0_19,0_60,83.0,83,87
0_19,0_32,174.0,174,288
0_19,0_151,99.0,99,141
0_19,0_35,31.0,31,56
0_19,0_29,123.0,123,206
0_19,0_43,17.0,17,30
0_19,0_74,5.0,5,10
0_19,0_132,8.0,8,16
0_19,0_158,112.0,112,192
0_19,0_146,87.0,87,133
0_19,0_39,45.0,45,86
0_19,0_145,55.0,55,92
0_19,0_47,10.0,10,18
0_19,0_50,18.0,18,30
0_19,0_34,50.0,50,91
0_19,0_27,68.0,68,122
0_19,0_37,41.0,41,70
0_19,0_20,36.0,36,64
0_19,0_28,159.0,159,276
0_19,0_30,7.0,7,13
0_19,0_80,3.0,3,6
0_19,0_77,8.0,8,15
0_19,0_210,2.0,2,2
0_19,0_120,4.0,4,4
0_19,0_134,8.0,8,13
0_19,0_150,67.0,67,100
0_19,0_33,51.0,51,81
0_19,0_154,63.0,63,96
0_19,0_175,4.0,4,4
0_19,0_90,52.0,52,89
0_19,0_78,59.0,59,99
0_19,0_45,2.0,2,4
0_19,0_139,1.0,1,2
0_19,0_86,23.0,23,40
0_19,0_144,46.0,46,75
0_19,0_157,41.0,41,74
0_19,0_42,32.0,32,49
0_19,0_94,18.0,18,18
0_19,0_59,3.0,3,5
0_19,0_82,6.0,6,11
0_19,0_165,5.0,5,8
0_19,0_76,1.0,1,2
0_19,0_161,9.0,9,16
0_19,0_75,7.0,7,13
0_19,0_81,13.0,13,21
0_19,0_133,5.0,5,7
0_19,0_153,14.0,14,14
0_19,0_41,5.0,5,5
0_19,0_38,20.0,20,38
0_19,0_51,47.0,47,75
0_19,0_49,18.0,18,33
0_19,0_142,2.0,2,2
0_19,0_114,16.0,16,17
0_19,0_40,7.0,7,12
0_19,0_102,2.0,2,3
0_19,0_159,4.0,4,8
0_19,0_236,1.0,1,1
0_19,0_54,1.0,1,1
0_19,0_130,24.0,24,29
0_19,0_188,9.0,9,13
0_19,0_117,50.0,50,55
0_19,0_21,19.0,19,29
0_19,0_127,1.0,1,1
0_19,0_135,5.0,5,10
0_19,0_22,5.0,5,5
0_19,0_123,20.0,20,21
0_19,0_71,3.0,3,3
0_19,0_53,3.0,3,3
0_19,0_36,3.0,3,6
0_19,0_24,25.0,25,25
0_19,0_216,2.0,2,2
0_19,0_225,1.0,1,1
0_19,0_70,2.0,2,2
0_19,0_113,1.0,1,1
0_19,0_44,2.0,2,4
0_19,0_148,3.0,3,3
0_19,0_108,2.0,2,3
0_19,0_88,1.0,1,2
0_19,0_163,5.0,5,10
0_19,0_126,1.0,1,1
0_19,0_26,1.0,1,1
0_19,0_67,2.0,2,2
0_19,0_115,8.0,8,8
0_19,0_230,1.0,1,1
0_19,0_129,1.0,1,1
0_19,0_219,1.0,1,1
0_19,0_112,5.0,5,6
0_19,0_125,1.0,1,1
0_19,0_121,1.0,1,1
0_19,0_105,1.0,1,1
0_19,0_167,5.0,5,7
0_19,0_52,2.0,2,2
0_19,0_169,1.0,1,1
0_19,0_166,3.0,3,4
0_19,0_25,1.0,1,2
0_19,0_106,1.0,1,1
0_19,0_109,1.0,1,1
0_19,0_61,2.0,2,2
0_19,0_143,1.0,1,1
0_19,0_215,1.0,1,1
0_19,0_104,1.0,1,1
0_19,0_56,1.0,1,1
0_19,0_155,1.0,1,1
0_20,0_31,23.0,23,39
0_20,0_140,282.0,282,293
0_20,0_137,73.0,73,120
0_20,0_28,22.0,22,37
0_20,0_158,2.0,2,3
0_20,0_133,21.0,21,30
0_20,0_60,13.0,13,13
0_20,0_120,71.0,71,83
0_20,0_62,44.0,44,46
0_20,0_42,18.0,18,34
0_20,0_175,2.0,2,2
0_20,0_211,1.0,1,1
0_20,0_157,9.0,9,17
0_20,0_156,22.0,22,34
0_20,0_90,9.0,9,17
0_20,0_138,5.0,5,8
0_20,0_132,26.0,26,42
0_20,0_78,14.0,14,21
0_20,0_115,12.0,12,12
0_20,0_146,4.0,4,7
0_20,0_22,3.0,3,3
0_20,0_154,6.0,6,10
0_20,0_43,2.0,2,4
0_20,0_35,21.0,21,40
0_20,0_86,5.0,5,9
0_20,0_39,14.0,14,26
0_20,0_27,15.0,15,29
0_20,0_136,32.0,32,47
0_20,0_150,12.0,12,19
0_20,0_134,10.0,10,14
0_20,0_153,5.0,5,5
0_20,0_141,7.0,7,7
0_20,0_163,10.0,10,20
0_20,0_49,1.0,1,2
0_20,0_32,16.0,16,26
0_20,0_231,5.0,5,5
0_20,0_24,24.0,24,24
0_20,0_33,21.0,21,40
0_20,0_29,82.0,82,146
0_20,0_144,4.0,4,7
0_20,0_135,9.0,9,14
0_20,0_149,2.0,2,3
0_20,0_151,5.0,5,9
0_20,0_82,1.0,1,2
0_20,0_130,3.0,3,3
0_20,0_37,10.0,10,19
0_20,0_36,37.0,37,63
0_20,0_145,2.0,2,4
0_20,0_34,8.0,8,13
0_20,0_73,6.0,6,10
0_20,0_217,5.0,5,5
0_20,0_44,3.0,3,6
0_20,0_112,19.0,19,22
0_20,0_77,4.0,4,7
0_20,0_167,2.0,2,2
0_20,0_215,3.0,3,3
0_20,0_57,7.0,7,8
0_20,0_220,9.0,9,9
0_20,0_226,1.0,1,1
0_20,0_161,1.0,1,2
0_20,0_165,3.0,3,4
0_20,0_114,2.0,2,2
0_20,0_50,1.0,1,2
0_20,0_159,2.0,2,2
0_20,0_66,2.0,2,3
0_20,0_63,1.0,1,1
0_20,0_201,1.0,1,1
0_20,0_128,1.0,1,1
0_20,0_117,2.0,2,2
0_20,0_229,1.0,1,1
0_20,0_234,1.0,1,1
0_20,0_208,1.0,1,1
0_20,0_230,1.0,1,1
0_20,0_216,1.0,1,1
0_20,0_228,1.0,1,1
0_20,0_46,2.0,2,4
0_20,0_21,2.0,2,2
0_20,0_41,1.0,1,1
0_20,0_70,1.0,1,1
0_20,0_64,1.0,1,1
0_20,0_59,4.0,4,5
0_20,0_162,1.0,1,2
0_20,0_75,1.0,1,2
0_20,0_160,5.0,5,10
0_20,0_178,1.0,1,1
0_20,0_191,1.0,1,1
0_20,0_219,1.0,1,1
0_20,0_164,1.0,1,1
0_20,0_123,1.0,1,1
0_21,0_57,10.0,10,11
0_21,0_140,380.0,380,380
0_21,0_136,3.0,3,6
0_21,0_30,8.0,8,16
0_21,0_60,10.0,10,10
0_21,0_151,8.0,8,12
0_21,0_49,6.0,6,12
0_21,0_90,4.0,4,6
0_21,0_137,15.0,15,21
0_21,0_27,132.0,132,248
0_21,0_165,53.0,53,93
0_21,0_117,102.0,102,115
0_21,0_145,9.0,9,16
0_21,0_22,25.0,25,26
0_21,0_34,46.0,46,74
0_21,0_157,27.0,27,48
0_21,0_162,63.0,63,114
0_21,0_134,6.0,6,10
0_21,0_41,6.0,6,7
0_21,0_42,4.0,4,6
0_21,0_132,6.0,6,9
0_21,0_150,3.0,3,4
0_21,0_78,15.0,15,24
0_21,0_144,17.0,17,29
0_21,0_73,14.0,14,18
0_21,0_146,9.0,9,16
0_21,0_50,11.0,11,20
0_21,0_163,11.0,11,19
0_21,0_29,14.0,14,23
0_21,0_156,21.0,21,35
0_21,0_159,9.0,9,9
0_21,0_114,9.0,9,10
0_21,0_32,46.0,46,85
0_21,0_39,33.0,33,57
0_21,0_51,15.0,15,25
0_21,0_86,7.0,7,14
0_21,0_158,10.0,10,19
0_21,0_37,12.0,12,24
0_21,0_28,20.0,20,36
0_21,0_154,6.0,6,11
0_21,0_31,10.0,10,20
0_21,0_38,14.0,14,23
0_21,0_161,6.0,6,9
0_21,0_81,12.0,12,22
0_21,0_46,34.0,34,66
0_21,0_24,15.0,15,16
0_21,0_62,15.0,15,16
0_21,0_112,5.0,5,5
0_21,0_123,11.0,11,14
0_21,0_122,1.0,1,1
0_21,0_215,1.0,1,1
0_21,0_127,2.0,2,2
0_21,0_167,1.0,1,1
0_21,0_130,3.0,3,3
0_21,0_115,1.0,1,1
0_21,0_33,3.0,3,5
0_21,0_75,1.0,1,2
0_21,0_160,4.0,4,6
0_21,0_166,2.0,2,4
0_21,0_80,4.0,4,7
0_21,0_206,9.0,9,9
0_21,0_36,3.0,3,6
0_21,0_133,1.0,1,2
0_21,0_224,1.0,1,1
0_21,0_226,1.0,1,1
0_21,0_61,5.0,5,5
0_21,0_149,9.0,9,16
0_21,0_76,3.0,3,4
0_21,0_82,2.0,2,4
0_21,0_138,2.0,2,4
0_21,0_120,1.0,1,1
0_21,0_35,5.0,5,8
0_21,0_40,1.0,1,2
0_21,0_43,3.0,3,6
0_21,0_68,1.0,1,1
0_21,0_45,4.0,4,8
0_21,0_135,1.0,1,1
0_21,0_225,1.0,1,1
0_21,0_44,1.0,1,2
0_21,0_74,1.0,1,2
0_21,0_231,1.0,1,1
0_21,0_71,1.0,1,1
0_21,0_178,1.0,1,1
0_21,0_175,1.0,1,1
0_21,0_153,1.0,1,1
0_21,0_121,2.0,2,3
0_21,0_171,1.0,1,1
0_21,0_77,2.0,2,4
0_21,0_59,1.0,1,1
0_21,0_126,1.0,1,1
0_22,0_57,24.0,24,25
0_22,0_62,252.0,252,260
0_22,0_140,909.0,909,909
0_22,0_137,15.0,15,15
0_22,0_60,381.0,381,385
0_22,0_73,5.0,5,5
0_22,0_210,3.0,3,3
0_22,0_120,31.0,31,31
0_22,0_123,14.0,14,17
0_22,0_175,18.0,18,21
0_22,0_78,4.0,4,4
0_22,0_134,8.0,8,9
0_22,0_28,15.0,15,15
0_22,0_223,1.0,1,1
0_22,0_115,31.0,31,34
0_22,0_158,1.0,1,1
0_22,0_117,78.0,78,82
0_22,0_130,1.0,1,1
0_22,0_114,28.0,28,29
0_22,0_122,9.0,9,9
0_22,0_121,19.0,19,22
0_22,0_220,18.0,18,19
0_22,0_112,18.0,18,18
0_22,0_162,3.0,3,3
0_22,0_35,1.0,1,1
0_22,0_69,2.0,2,2
0_22,0_237,7.0,7,8
0_22,0_128,1.0,1,1
0_22,0_228,7.0,7,7
0_22,0_51,2.0,2,3
0_22,0_27,1.0,1,1
0_22,0_231,7.0,7,8
0_22,0_153,8.0,8,8
0_22,0_141,3.0,3,3
0_22,0_208,1.0,1,1
0_22,0_217,15.0,15,15
0_22,0_42,18.0,18,18
0_22,0_33,3.0,3,3
0_22,0_24,28.0,28,28
0_22,0_132,4.0,4,4
0_22,0_41,9.0,9,9
0_22,0_136,7.0,7,8
0_22,0_219,5.0,5,5
0_22,0_146,4.0,4,5
0_22,0_230,2.0,2,2
0_22,0_133,3.0,3,3
0_22,0_49,4.0,4,4
0_22,0_203,3.0,3,3
0_22,0_131,1.0,1,1
0_22,0_82,2.0,2,2
0_22,0_72,1.0,1,1
0_22,0_159,2.0,2,3
0_22,0_61,9.0,9,9
0_22,0_221,5.0,5,5
0_22,0_50,2.0,2,2
0_22,0_205,1.0,1,1
0_22,0_216,4.0,4,4
0_22,0_47,1.0,1,1
0_22,0_144,1.0,1,2
0_22,0_206,1.0,1,1
0_22,0_165,2.0,2,2
0_22,0_225,1.0,1,1
0_22,0_135,5.0,5,5
0_22,0_148,4.0,4,4
0_22,0_68,2.0,2,2
0_22,0_75,1.0,1,1
0_22,0_226,2.0,2,2
0_22,0_180,1.0,1,1
0_22,0_149,2.0,2,2
0_22,0_157,1.0,1,1
0_22,0_29,1.0,1,1
0_22,0_119,3.0,3,3
0_22,0_55,2.0,2,2
0_22,0_227,1.0,1,1
0_22,0_234,1.0,1,1
0_22,0_213,1.0,1,1
0_22,0_236,2.0,2,2
0_22,0_192,1.0,1,1
0_22,0_229,2.0,2,2
0_22,0_59,1.0,1,1
0_22,0_183,1.0,1,1
0_22,0_184,2.0,2,2
0_22,0_177,1.0,1,1
0_22,0_63,1.0,1,1
0_22,0_235,1.0,1,1
0_23,0_175,1.0,1,1
0_24,0_57,391.0,391,404
0_24,0_215,19.0,19,22
0_24,0_62,974.0,974,987
0_24,0_140,979.0,979,979
0_24,0_137,32.0,32,33
0_24,0_132,32.0,32,32
0_24,0_60,300.0,300,301
0_24,0_73,25.0,25,25
0_24,0_163,3.0,3,3
0_24,0_136,12.0,12,12
0_24,0_75,16.0,16,16
0_24,0_210,45.0,45,47
0_24,0_120,37.0,37,39
0_24,0_123,95.0,95,104
0_24,0_175,105.0,105,106
0_24,0_211,3.0,3,3
0_24,0_28,60.0,60,62
0_24,0_78,20.0,20,23
0_24,0_151,57.0,57,59
0_24,0_41,246.0,246,252
0_24,0_133,4.0,4,4
0_24,0_228,4.0,4,4
0_24,0_146,24.0,24,27
0_24,0_26,6.0,6,7
0_24,0_47,14.0,14,14
0_24,0_115,38.0,38,41
0_24,0_205,19.0,19,19
0_24,0_134,7.0,7,8
0_24,0_127,27.0,27,28
0_24,0_31,12.0,12,14
0_24,0_157,3.0,3,4
0_24,0_188,29.0,29,29
0_24,0_192,19.0,19,19
0_24,0_72,19.0,19,19
0_24,0_169,42.0,42,42
0_24,0_58,34.0,34,34
0_24,0_181,2.0,2,2
0_24,0_148,83.0,83,83
0_24,0_153,152.0,152,154
0_24,0_108,88.0,88,91
0_24,0_141,6.0,6,6
0_24,0_44,14.0,14,14
0_24,0_154,19.0,19,20
0_24,0_94,5.0,5,5
0_24,0_186,16.0,16,18
0_24,0_200,2.0,2,2
0_24,0_199,21.0,21,21
0_24,0_189,11.0,11,12
0_24,0_59,28.0,28,30
0_24,0_178,11.0,11,11
0_24,0_68,36.0,36,36
0_24,0_71,65.0,65,66
0_24,0_220,19.0,19,19
0_24,0_218,3.0,3,3
0_24,0_221,4.0,4,4
0_24,0_212,3.0,3,3
0_24,0_29,100.0,100,105
0_24,0_124,3.0,3,3
0_24,0_125,13.0,13,13
0_24,0_144,9.0,9,9
0_24,0_61,35.0,35,35
0_24,0_161,7.0,7,8
0_24,0_216,20.0,20,20
0_24,0_64,31.0,31,31
0_24,0_90,13.0,13,13
0_24,0_171,11.0,11,11
0_24,0_213,5.0,5,5
0_24,0_193,8.0,8,8
0_24,0_63,25.0,25,25
0_24,0_162,2.0,2,2
0_24,0_55,10.0,10,10
0_24,0_190,6.0,6,6
0_24,0_67,20.0,20,20
0_24,0_159,8.0,8,8
